,story,question,start,end
884,42ead885ee853f9cca061bc68d9d398f46e06b06,What does Rudd say?,1967,2045
885,c71e4154b39fd7e66a78ecf0f53c8946193ab749,What did Australian media do?,1789,1852
886,df40e9fc886814a559fec8c01aa611b985b5e684,Who will be the primary audience of Obama's speech?,1551,1569
887,f281c0a3017e406907d9d4cf5a150bee90239306,Who play the part of Taliban militants?,-1,98
888,1ba83b9095741de59980d96e565f974f853eb4c6,What does the Idaho law challenge?,-1,67
889,fc12c6bd96d11b968e31c04d3f6691366a817d4b,Who is the militant?,63,81
890,9ff68d6d33d15e36119a9fbc3d6777b76c230b75,Is the movie Fargo based after the city?,0,0
891,5485bd5d45070717b729f84ef22da3667a49e3cd,What is offered to individuals?,-1,33
892,f64129014a4667d18408c34bf8c595c94e753cdd,What paintings were found?,2928,2947
893,6f8c5f373c416a5a6170e6def1d60aaba971b6cc,What did the message say?,-1,132
894,328210eaa50ae54cc3d979958c1d2008faa27401,When did his grandparents leave Cuba?,909,922
895,a86361a78e92087851ee122e369665f4fba7ed01,How long is the cable?,-1,22
896,fd0bc374ea3b2b5dca258bfbb6aa90b904ebe6c8,Who is the owner of raising sand album?,0,0
897,710b3b773c02ff91346a07e6d73d866777d7c08d,Who have the activist's family sued?,-1,54
898,28b628786a5a82f46a2ed77db4bafa3f4b956719,Where did the group train?,9022,9043
899,63cc837f2d755fbd45ca141544913b2df4ebb53c,What does North Korea deny?,1479,1503
900,4c5995a14a4613a30a252e2bee48f5314ca4a2b2,Who is adopting the six orphans?,-1,75
901,79d52c142b8e9868c154d5edbddb9875405213f4,Which side  was defeated 2-1?,-1,90
902,5cb8e3eb872edfc38ecadc34cba5f1a19ae5190e,What is among the urban sprawl?,-1,46
903,975db1f443b9703f79decde6e1cd0a29e2a1df7e,er ends its NBC ON WHICH DATE?,5016,5035
904,69edff3a8e78207d641d6ba3a7deaa684f867b7c,Israeli naval boats collide where?,-1,188
905,412c2084b8938b80d05c6ad1cae2ff06d7bd67d5,What has caused the change?,4078,4127
906,b0c434d6736e888d3effcc2677c944a9e5449621,What is the number of animals taken alive?,3104,3113
907,2260e4a2ffdebedfb8f9bd94daf77107cbe14783,What is the state of health of Mario Benedetti?,1147,1177
908,604a7b96f3814deb878012ba4436f2b238dbdbe8,Who is considered last possibility?,239,248
909,4595887f77da528d9999c85702ccd1275fb7354d,What is not uncommon?,681,694
910,36396075809674f7e5279953e9b886f488b765c7,Who is the CEO of LG Electonics?,155,160
911,72b7d4199a97301102290e0218bb9f9246fe9c4d,Who is the newest member of the show?,253,268
912,63ba4107135a1e077c9c64d06d14f8b4d48c6030,How much did the party cost?,0,0
913,ecc6fdcd5533e26f8d36adb37487679e5c859cc1,Who is being reunited?,350,453
914,3b1ca8e6f5d79ff89cd477b62a832309b7d3028f,Who in Jennifer Hudson's family recently died?,499,552
915,2f85b0f58f82a77311b4a96f8901919482159b9d,Who did Lucy Siegle talk to?,143,147
916,0967da2001f605517fd1fdacc10e417d572b2744,what did the jackson family say?,-1,101
917,ef93833d1d00370b274649f43770ac3f3859a725,What said reviewer about PES 2009?,2178,2213
918,677980d84fbd26a9422afe06f7027eb508adb5e0,Where was the announcement?,24,48
919,5a1bec30205b6938392f3119366e27d15b4849e8,What was in the anonymous letter sent to investigators?,0,0
920,c625c73b239a15402110c66cbaa39bc2563266e0,What do polls suggest?,-1,30
921,ad2af6c1362a3f84000edd71fd752ad60549fec8,What is their release date?,-1,13
922,fcd31a94623303cfb9ee19976f9f3b1dc519efd5,What did the Peru president tell Chile?,-1,45
923,bca0927be2737db657d3c8f104dee25b7f7ccd8b,What did Amy Winehouse have a bad reaction to?,-1,17
924,0cb2af86955fc7447789e685ee76acc24ceeba40,What did the British Department of Health say?,-1,28
925,fc8cfc3c9866c593b063828c7d2f9b594a89e7e2,Who is the Mayor of Cincinnati?,2723,2736
926,42b0c81719150f6e41695e3a5c1204c1411a1400,what is he suspected of?,32,54
927,00ed935ebf9d55f2f888be9c5a3bfa7d22a33e59,where he was ?,-1,63
928,9ad10c57ee2c2d35e57d2be632632f4c1b5e0c31,Was there an evacuation?,-1,99
929,6e6d12b1ec646c929ee771b1a95a8f18678728ec,What type of cancer does Shanteau have?,0,0
930,15c65dfd2db58d368a048e25ed61178cb82ba413,What stalls can typically be found at the advent market?,2048,2063
931,3d1214019550d80cb7a39c724779ad3fc6af4e47,What has White House received?,-1,58
932,c1ea0f6c010b24caaf3ad9ac916711ca6b4be3bf,What did Marco Rubio declare?,-1,32
933,be69b853f62c35f58c9e77b6ddb888450d5b03fd,What are Americans angry about?,-1,45
934,444a4ec45f9d49c19dffd48da45c0054b0ccf7f8,Who is asking questions about Apple's business practices?,0,0
935,ad025f6cd780dfc645fc18b54167264c5629e766,Who resigned after the collapse of the country's leading banks?,3691,3717
936,7ca113d708aae140235fd2f0a426b6ce413f86aa,The debate has been distorted by what?,-1,132
937,04592f1cb4a1cb4bdd04fb7b30986eb278cec9a4,Which countries were blacklisted?,5164,5233
938,c6e05fc1d842a23a050f1fb424a01970657108bf,How many people were killed in Juarez in 27 months?,1650,1663
939,c06198c4d87cf930cd57053c61a6b88dc6c41033,What are some examples of products developed or researched by Nasa?,0,0
940,a50eda6d765fc7df9404336a16291e91c4f002b3,Which month has been difficult for President Obama,462,467
941,0c5bbc09d83a09bbb1d80d5e1628a50c753b7acd,Who urges Carlos Tevez to quit Manchester Utd at end of season?,2567,2588
942,da50e8eccdc1bb032e30ead18e40d5233abe94d9,What has been drowned out?,710,726
943,7e1aeff46a441a122f1fd94b9d83a043b9d195e6,What are the activists condemning?,-1,49
944,296622dbe01f8fe71d7715a635ae678750270034,Whose violent death was shown in Europe's newspapers?,79,95
945,e3e2d2011d64e8d1bc6be36776abb2c9fb85a577,Who said objections were ridiculous?,2148,2163
946,9c9318b25a18ab5c289d57eee9989d556e18d243,What caused the deaths of the two people?,-1,22
947,f00dda4e1f67c286635909edc39d4f8fbaa860af,who put a stop to these orgies,2049,2065
948,06804343c6ee5ca7eded40d4157757fe947eecb4,what did they evacuate,-1,20
949,af6c0b40f7025773bbb48f888a13a251dcccfcc9,Who is returning to Washington?,5256,5291
950,276dc7bdd0709770bc547153d430c5488d718957,What number of firefighters are working the blaze?,600,606
951,ec60105518ed908ac40b35cdc436d306e64834f7,What does the executive chef of Charlie Palmer think?,-1,128
952,80acf1c551238d542d5f76baa789d66623078a2a,Who has a solo album out?,38,46
953,0fb40f811724ee2723c8b32c715a9bce99a1743b,How many Christian villagers died on Sunday?,420,424
954,2d64e96d5e0a37cb20d99065493c82a4bea0cfcf,When did the woman vanish?,5870,5876
955,5ddaeb0dfc41ee90ab6c7172d3038da04ff3ac16,what was the motive,1922,1932
956,8c9b2fa0e48aec77fbb7779a811091acafe9d2f1,Who married during last year's season finale?,423,449
957,327d3daa848116fbdb856545124a7932a824e607,where this happened,0,0
958,7f4a74ecbe92cf5c3f8d5ebf2761e2387e1f2638,What did Contador take from Andy Schleck?,2659,2678
959,dd46893fd318dce4e209f9a335612659ebf8fd24,What age is Alberto Paloschi?,38,50
960,4b4988f5bd8d792e786114b97d2549616ef7065e,what are the rules for,3286,3308
961,578fa1a3c653a65138eaadba793a49f9645a88fe,What does the daugter honor?,0,0
962,67b798ed791448a7d5be658f01c4e0ee270f2f3f,what does the committee say,-1,59
963,8011e25fa44d3c13b7a9ee00f2104f9519e75d65,Who announced plans to shut down the Saturn brand?,3976,3989
964,6c29b084cd0e5f5a5a20c5ef9f1ba83bf4b23acf,To whom does the mayor turn to control violence?,3882,3891
965,f6637a6c30e7175aa86490edc177f8409d00c57d,When will there be additional talks related to these agreements?,-1,17
966,57b66d07a307f074b376e2e9a033d592a70ae34b,Who promised to reopen the case?,2325,2356
967,9ceb48023251e01ca8811be976c60f5740b3c3dc,Who campaigned with Lauper for gay and lesbian rights?,260,273
968,b53754c54be75724270ef37ef9643d79b53185b8,how many people died?,8663,8694
969,8c288ee12175dd91892a4b19a27b1608b1f3173a,What does exorcism do?,-1,27
970,c28340db7fc8e2e2f98b67880c1febacbfb96346,What movie had the third-best opening day ever?,-1,29
971,fb4a220595879a55a873062c9bf3398573ce6dab,Where is the bullet?,-1,21
972,cab213bfb74f4bfe8dd4852490b841d7450678c6,What have public gatherings been turned into?,3492,3508
973,3278325dee662b9637aaee18707530600a20acd4,What prompted renewed calls for domestic Intel?,1354,1392
974,3641bd0f06121f074115faaf31e90df45953c46f,"What syndrome is shown in ""Parenthood""?",-1,31
975,0e15579e7fe426d8041440644a622447c1c3d794,Who banned automated telemarketing calls?,2010,2018
976,e0139c1d70be4f8b89ac1b6bef7c2d8a4550c780,what does juarez mayor say?,-1,49
977,1cf150392ff7dd119f71b8c17cb4ef691119d497,What is the maximum withdrawal?,-1,29
978,8d047167e1811f774065b22b834d09609cde9567,who were totally devoted?,3612,3624
979,8d3bb51d711ce00e3fff53625a70923985573834,WHo served in the military,156,207
980,46a26a21b686f3b7e4c37dc8548d49d8e7c81358,What did Autodata say?,6845,6875
981,6b469ce00a8eee68dfce3ff0fdbe6d59c0bad0d9,How much money did the Disney film make?,280,304
982,879fd2294e975aaeb952660936c7642ab1cb79b8,What do Panamanian officials want him to do?,362,375
983,6c179370c7578142e28a41da41eef63a71dd3061,How long has Toyoda been with the firm?,1413,1423
984,88dcb487e800175e3f8074c0304a7204a5a0cf44,Who are the Tamil Tigers?,142,149
985,c34b473a860e237b37d1f9692f820e2c4a9a292d,Who is forcing Daniel Hauser to get chemo?,-1,23
986,8cc11bef80e52056ae668707347d6c2667832b27,who stars in funny people,-1,81
987,70c835cae5c6d109063170e0371b2db594a2cec0,What sentence was he given?,1770,1788
988,55a4afcff7032968151820c596ac08758772a7a8,Did Freshway Foods recall lettuce,-1,137
989,95b215c8506c265cf0f79122fe7ff16647c36d17,What does Hugo Chavez say he love?,7314,7328
990,f58e20c8a51f5c1bab40c1aaf0f92d3824d16fb1,what river is rising,42,52
991,d6402f873df3c15ae64859829679832cf767c64f,What battle is mostly over?,10293,10320
992,f6da29a2d69dcb98c83475c525ae53460ef87b2a,What was the final score in the Champions League E Match?,112,116
993,1f898c3dea0afefba901c0065c97796cb7f775ba,Which hotel did the bombers check into?,96,125
994,f6e230190212493a8147501b1cb8a15beb073864,Who testified at sentencing hearing for 9-year-old daughter's killer?,75,89
995,df93a13be226e6b0d17921eb800c993341435e92,Which contry's fighters are being praised in the recording?,-1,41
996,e61749c9d7e63f5c29b58c72c399a1df91f597be,how many times knocked ?,264,276
997,3660100a05fe7d068f17162c319eb19edbd302fd,Mr. Hagman will receive treatment during the upcoming remake of what?,-1,11
998,98ce10e96942862485f78908827d5f24aeabd9f9,What is the location of the debris?,-1,18
999,ceb74bec803447c0a5f8939286fec099368da54b,where is the storm?,0,0
1000,6058aac5d7ac31f17d572957e354e9795414dfe7,What happened at Kabul International Airport?,-1,165
1001,ef7cc6fb2cb5ec444f04bcd1a76fe3ea1a11d5e3,What was her issue?,-1,47
1002,2009042c49da8b92c1a40f29cb9ff483d13c7ccd,What is the current dead count for this year?,1712,1723
1003,1ba0a6408ac496c919a7170999254b5301ed6cf3,What country is Los Santos in?,115,122
1004,e9ce8a30f7f543ac8197412e936785f69e0f251e,Were rescue teams from around the world?,-1,41
1005,9722c56ee14d895c07b9a63e9ed09ca0503f9183,What did Bob say about this Mother's Day?,-1,73
1006,7d29852cecf995651bdae06b86f75d03fbf59989,who teams up for sweep,2768,2787
1007,d4d6125d08422ca249497365a0a4ce4e70c75c6f,What is the stuntman's name?,53,66
1008,ffef7f425714f8ce38079b5e93a72ce38c75dc34,What did the activist's route form?,-1,13
1009,02a10e3adde1d51286218cfd3e3b8d3a7697b5a1,Where was the Pope en route to?,513,529
1010,482d64a8c2dba3fe5f8110bd3fd082ae9a79e393,Who is the former chairman of HealthCare Institute?,-1,17
1011,0edf83de164102a1a84528841e711d331b39036e,Who is chided for making impossible recommendations?,1096,1101
1012,a092d39b39c766d2e43925ad404062465cb4e746,Who warned Obama?,6225,6247
1013,774f7adb2e8c4501d02ef8388d752c87c9d958ed,How much did Monsters vs. Aliens take at the box office?,1740,1807
1014,fd9d50f2aa7cc1d57b8f21cf5f3d414106704777,What did Obama say about investing in roads ?,3859,3871
1015,b4686138b3f27d0896f8989322dbc979f606c009,What does the judge say about how the court acts?,-1,42
1016,0f58dad91fb284937c5338b113594199f55ed908,Who were shot dead in their homes?,193,210
1017,b19f4cdcf83518b1f2a2fa20ecd6b31fa2f55c8a,What was his chimp called?,4540,4583
1018,f51a6d4b4afa825df35e6a77b602ccb06f7e081c,What says Frances Gallo?,-1,31
1019,f2702feddad1dcaca1de453bf0b7c026f2b43eb5,What number of weeks old was the infant?,10092,10104
1020,c58d61054fb268acbc3bcd66b86b8dd1c71bb260,What was signed in February?,6461,6515
1021,a884339e43b85a371b47818b5ff9164628299370,When did the earthquakes happen?,-1,28
1022,337c470109da34a5bfd89847d0148779469b5b2a,Who did she work with on the project?,-1,120
1023,4ab30c1a4e8761bd49cd922f4bc4d1eef77c071d,More people combing data means a greater possibility of finding what?,-1,15
1024,3f33d4cb25cd121619ba99eeb02709b72716d622,What is the second-biggest factor in cost-of-ownership?,-1,13
1025,5d3c9fe731b05815e5de264f64481f1a361cfcc6,"Who said ""Trading social peace for unpunished attacks allows aggressive groups to dominate""?",4435,4449
1026,274c01c028f6cb65485d26982ebc3716d4424c2f,how many tickets does each winnner get,129,133
1027,8a19d432a2f601b9554a14900bf14ade6c813337,What is the nationality of Christopher Savoie?,151,157
1028,83a95fec0dd47ab82cf01b441727eb8dba32e0b3,What did the official say about the weapons being used?,-1,188
1029,cb036a39d4f650e240cad2904874a640aef23ce8,What differs among residents of U.S. States?,4250,4274
1030,9bdaee87d077314d14a2345fbe7ebb3d9e561366,What is the Justice department asked to do?,-1,137
1031,43a7b8337743fe0f66d1e582635f69f9ec8f37b9,Who runs Azza Fahmy Jeweries?,-1,21
1032,8d0af516c543885d01da53bc1e2d15a2feebe997,Where did Sean Penn found aid agency?,-1,10
1033,0cfc1157523b9b729492f12300794754c4c27ccb,What did network CEO say?,-1,58
1034,54e0f46c79c0e8fdf41267ffbc347d6e6d1cfd44,Who has found no evidence of electronic problems?,-1,61
1035,8b7438ba9c0c7407ad567bf4c6b8ae9d81c880ef,What id the US and UK advise?,-1,18
1036,17d058d5b6c6c14eecd79b794e1ac51f1809811d,What unusual tennis location does the spread include?,-1,16
1037,edcdf320852d15db1b8e42b32b685903cbb3e970,Who fired the police officers?,0,0
1038,f99222c8eda66eb6dfbc3556329ba5cf6c983e58,How many years old is Helmbrecht?,31,43
1039,4b4988f5bd8d792e786114b97d2549616ef7065e,Where were the raids?,0,0
1040,961b0464080e60c9a1e3686ecc9d19417e14d6a1,Who was the tiebreaker between?,-1,147
1041,a6dedfb31fc142b14d161770763924fc8dc4a780,who boarded private vessel contracted by Shell for Alaska operations?,2866,2876
1042,f1f9bd337023fe92c24d9fcf196da6e858e317c9,What party  lost majority in Argentina's Chamber of Deputies?,0,0
1043,9406ba8820d4fd1c200398a26fc510dc32a420bc,Where was Jorge Martinez Boero from?,-1,17
1044,3b46e80db81819fdcb8b8044941f64d0fa5abd11,Who spent her entire life in a cellar?,1940,1952
1045,7b93c08dea282cbb8fec007c41ea5bca32821329,Who is the Iranian President?,44,56
1046,6f95c511726b3532a88a164b616cb78acc69a311,What did Joan rivers say?,-1,42
1047,17f4be0058b1492af6c627348ade8e48f85dbc59,who is seeking better salaries,-1,103
1048,f6637a6c30e7175aa86490edc177f8409d00c57d,What did the Darfur rebel group sign?,-1,29
1049,d0912f63112be8069398b3f6c926c727469f1191,who was behind the attack,0,0
1050,98008fdd5ea99bc7c437d6e1aa86c750bf667415,Who flew 58 times?,0,0
1051,b43e41eda48c22592fc467fe44d85e07db98bdb9,What was the January 26 ceremony?,-1,119
1052,d70db46bb3086fc87c314213b45a42e26a14cdeb,What is the combined revenue of the merger?,-1,15
1053,296622dbe01f8fe71d7715a635ae678750270034,What is the Sun's headline?,-1,27
1054,7965f65fc6a5c4bd80b2808d238da1807fa50c72,What other features does crowdsources maps show?,5217,5260
1055,2f4e96a2fd6a18115a22f00a55f15c00e29bbc15,What impacted on celebrations?,3058,3085
1056,c1cf140092b42c4330e68b018898b8a1014145e6,What countries are providing warships?,3056,3094
1057,6d2fa8e6ca4f47ac7be9dee786017587a76dce4b,What was in the emails?,47,59
1058,86e78cf1f3a6f4b04b600be44d8b7c3234d0c97e,What did the visit by the Indian PM reflect?,-1,53
1059,6e965c6c0d6ffb52c9c3a77acbba17e8cf0d997b,what state is exempt  from paying Medicaid expenses?,1613,1622
1060,842b7bcf1ee938606b50e4d7edaf666785dd6232,How much did the Judge award to the mother(s) each month?,121,138
1061,72f65cf4e560c6adf15820ba92299ee1ba3aff18,Which country restricted England?,4039,4065
1062,c4392387b43a23d37d7180da6771bf3dc1077bed,What are most American consumers unfamiliar with?,2753,2801
1063,4682a301bd76e088de29505df8290ca01b4d625e,Whne was the first film released>,4491,4496
1064,98b26e226929867c8079badd5b498574a980ecfe,How old was the missing son?,-1,16
1065,2f0b0c7039b15959e41e260b77ebf54f8cce5f2b,Where will music and news now come from?,-1,12
1066,e9432a7830192451b7a9dd1916041ea9bdca8278,Who spoke in broadcast?,231,251
1067,4662f7c48aca6d5f462eecafa2ee15d8458ab306,who filed motion for more phone records?,2383,2407
1068,bc2d51a15687d9c6dba94556eaeb140ee96557b2,was the child a boy or girl?,166,171
1069,27d7f005f5e28d8c3d4678e17e648389083b6842,What do observers predict will happen to car thefts?,1634,1647
1070,dac6bda9a8ba3276b5dda8d73cd39e0ef9766369,what is a potent issue,-1,55
1071,89c34048a0bf554878e64151635c5f01183598a9,How much money was raised for the new playground?,223,245
1072,fdf0dd42384f9cd9d5872db731145e1365447cb4,What did the email advise?,-1,26
1073,3bb86704bfc2557b7485303d96e0352b1fdd451b,What are needed to battle Mexico's drug problems?,4141,4178
1074,5cc51e348579ac1cc83b89ddc46ec9f7424bb9ca,What did Schulz play out his personal problems in?,-1,23
1075,0f7c9c5482aa0760c6f3200e89ecd9b4134c16fc,what shows are being aired?,-1,83
1076,80a6f5df747cb8426858cca96f62b2c7b9f84f9c,What star does Rachel Goodwin work with?,3739,3751
1077,944fe5f16ef939d8fd570e72b56e4d24d27a9859,Who discuss approach to Mideast peace?,6670,6699
1078,b383f33b134c758b45f90a619290d70cf976d21d,What magazine will the photo be in?,0,0
1079,f649d6d2f0bfb431c4e772b2e65e6e67066c540f,What reference do people use to get into dogfighting?,5089,5105
1080,0a19ea2e18df791497a16b3efab1f9c6e02d16d6,Who has been unable to concentrate on writing since January?,0,0
1081,f510275cf5b4bb8b659f82012e145ece25c82547,what is the french open,72,102
1082,523470eee1ec57a09378df162c26c39241e238a3,What kind of attacks are Tibetan militants suspected of planning?,4095,4103
1083,cfc7f22181a54a4cd75f8fb200fbeb01083b2ed5,What kind of education do children from low income families get?,759,768
1084,c48c4fd3c892828b7d993fe0c3e3d1cfd13d6a5c,who has less risk of developing dementia,3726,3754
1085,4612f792250e9a7d18290c1236c1e969cda72afe,Inside Africa catches up with a World Cup legend spreading football excitement in which country?,-1,18
1086,b13462839d9d51180c727554b63279c4a7a529d0,What did Emily Anderson do?,-1,59
1087,914ac3ea0b610286fe66cd61643799884f65df05,Who casts light on the challenging diagnosis?,135,146
1088,b9d5c264b0d45afcce97b3381efc6237ef53daab,who is accused of killing her flatmate,0,0
1089,0d34ca0b3a7d9ba25d9f4e0189cf116597f94a02,What did the daughter do?,1125,1175
1090,d482fe66ee37f5cd4477693a8abe37abebfe7c8f,What did the prosecuter say Vance waived ?,-1,27
1091,dba34d5645bc6440023ca275c506e9afc67760d5,When did the couple become engaged?,-1,19
1092,e9c308262dea37b1e0b578bd4e5c6a97c9f592b5,What was the group formed to oppose?,-1,34
1093,eeeafbe4cca47c8b3ff2a64a8a7487555f913a71,What is not as strong as it once was?,2101,2114
1094,f873214b61f5870d03af8785c616fba82f28e810,What is the name of the hurricane?,-1,22
1095,8c6a3a845f42177e889155e3136df55c8f1f01ab,who was named first runner-up?,877,903
1096,1f4603ad3ef986c557014f69422a92e345e3c9a8,Where was the body found at?,-1,268
1097,a0cc5af0b33ae00ac9073d67534c2954bc4082db,How many marines were killed on motorcycles?,4325,4336
1098,b36b2bb865455792341fbde170a2cf0e16ede379,What does the WHO say about rabies?,0,0
1099,8d047398767f0f89789c895d8af949fdb80ded68,What us the result of poor nutrition?,0,0
1100,1dfa1939b4e56d28cb081eb2a196e5d7aa4db1ca,What did CNN legal analyst say about ban's legality?,-1,23
1101,3ed68b828de00b44bc921db53a65a7e27ebba8f2,What were the scores in this game?,2823,2842
1102,53bbeb039a69281171ed341b0785ac998d9b4106,what does the industry say,3109,3158
1103,3f3237f34c27aabd3a1d3d1c1c8fe66ee65625c2,How many villagers were taken hostage?,152,156
1104,86ffe573e8bd17f655c3edb3a04f9f572c8b012f,What price will they sell for?,3003,3026
1105,814ebf3b8bc583b672d0488c150bcfe87ca8c422,What reason did predators avoid early humans?,-1,20
1106,0b7a83bf0d1f093220ba88e5d934d3cd864be72b,What form were the drugs in?,670,689
1107,a610bc6ef8f3dd13e00152ce7cce00df611647ef,What disease had been untreated?,-1,17
1108,85b3821389a8fd80d3a8c81370b0639c7fc1924a,How many people were killed?,37,47
1109,7fc5d9794a8cd1235c2914fd25d7b9941958ffc1,Obama administration on Thursday released its first what?,-1,37
1110,f55618a2ca3dde958b9c20239c5ded393f2c1e2b,Who said they have no indications Haqqani network was involved?,2737,2756
1111,e071b8c2f35265522425ab225c086fd5393c5f33,What is she under fire for?,7595,7621
1112,b35c6eaecab19248f168262d298ee055739ab8d7,"Who was the winner of season 10 of ""American Idol""?",53,69
1113,5cf8443a13c37fe532b919082c70ec1f3dfdafff,What does the jury foreman say?,-1,247
1114,a6dd64e163a9f059367e6382c6db1b816bce1bdf,what conditions brought on the problem,830,838
1115,efe759668ff735317de8d3b7511fc8d3ac7620f9,What did Rubina dislike?,0,0
1116,11087ed3a162e37653b9673566429004bfcebd6f,What did the panda do at the zoo?,49,55
1117,f9e78195080fb1cb3715b968fa85d62e2d89e63c,how much is the backlog?,484,495
1118,0269d39abbea3edadd225fa97d818f5a789b4c72,What is China's Tibet policy?,0,0
1119,c1ffdf8a75b64f8d7810b93240e9b32c0cd8c949,Where did the mother serve breakfasts?,-1,41
1120,345d190230262d3a94d9ce54159555b68bf288fa,What should be repealed?,700,722
1121,8d9cd22b0ad7e7424ed28c842b29e1d51497cf3c,What did the interim prime minister say about Gadhafi's capture?,-1,23
1122,49588f27e11132228bca365312086110b70f2f7b,Where is the dinner at?,1554,1562
1123,9b42f88106d3f696184cfb9066c3a9dd288509be,Who can watch the Masters for free?,1519,1537
1124,c48b7d16acfd6cfb25a383cf1bd148f5872477be,What does Kogan realize ?,-1,54
1125,a3828d35b9e317b4840e962af4fb698471444392,What was the survey looking for?,-1,22
1126,923a41b27dd1e4ddad19585383df7e03d1710c0c,Who did police arrest?,1495,1520
1127,d4d2e512a04fecb067cd7b4fcbec71b47a935f44,where did the tornado hit,3622,3654
1128,507ec65de329a80480ef11e51bc8e6c1c677d3fd,What often pays less than private insurance?,1227,1243
1129,f94d5097fedec25e6e706cf6872a07f9339570f5,Where is the Eternal City?,0,0
1130,92d2975058feb2b5b1b561ec912cbb1c670f0b19,What is the name of the Real Madrid defender?,40,50
1131,7b407019f9a32f986e8b93937081b8b6f042ffeb,How many people demonstrated in Seoul?,2576,2596
1132,b7a526e4ff9ef11612363f45f7612f43e31c9702,About what percentage of children are displaced in camps?,-1,137
1133,ddcce8a6781b46ce51f46a3044268f903d24b4e9,Who faces felony counts in the case of Jaycee Dugard?,3961,3987
1134,cbbc3fc4617ce9d1923bda797ea69513ed8cd22a,Animal lovers are still reluctant to give Vick what?,5340,5349
1135,0a06e1c26ef6cbadd8f508ec2ade220f755de6a8,What are militants now closer to?,2001,2011
1136,7fc5d9794a8cd1235c2914fd25d7b9941958ffc1,who issued its first National Security Strategy,95,116
1137,97e27b58fee44929c760d817ca71d7950e304b58,What other problems is Haiti dealing with?,0,0
1138,ba7a9c1ada7b1d53367e0b1adb873ff28513a678,What did Mission Control say?,583,621
1139,f68bf0d007a093884b8dd2975c1f659a965d23c6,Who confirmed the report?,545,557
1140,8d0c446b337e5b3f86a210fe8c9f9f0f8bcc0587,Salvador Cabanas is in a critical condition after being shot where?,-1,20
1141,f5fc77ed4d329ca6a0a593d72b6e1b0e53ab5da5,What research has been released by the Spanish media,1912,1944
1142,4db7b609fe32b226f1e6ed35d58ace52eb1dbd2a,What was Gadafhi desperate to do?,681,707
1143,5587f58526fbcd378078c72ef66ce8036c590762,Did Chris Brown serve time for beating up Rhianna,4146,4155
1144,f8aae4ae8292da229cc031c4096080505a2bf61f,What movie had a successful opening weekend at the box office?,57,87
1145,afc58cd4ea1e59a982e4e1089beb95579517b615,What is said to be the relationship of the diplomat and the woman involved in the incident?,1125,1163
1146,a210a653a08fd0460b52c7eb68bdbde0c40ea63b,who was in botswana for medical treatment?,0,0
1147,23f6534b080425f53a09bb1973c7941c44a31dbf,Who were caught in cross fire?,9878,9898
1148,7723cad01582f0e0900297dca4968fd3f9eb3fbe,What were Wilson and Nelson promoting?,-1,21
1149,02df64ac7652ec365fd71cdc94e6c458ca3d15f4,"Who are expected to receive a $250,000 settlement?",55,85
1150,9b864132a70faf72a8899eee03e8a4ef4e4fa4d0,What does the new mother do,0,0
1151,42f403c79f87d0b34dab41c9047b83be3aeec486,What could Arellano-Felix's arrest do?,296,306
1152,2bf59300cea5e1a5dfb0fb705d5fc38e8aab59f1,Who has  just died?,184,198
1153,1ba8c2f8fb408a26edfa36dcd84243b1d6763067,What number could the troops drop to by January?,894,905
1154,66210cb3c7581fe4564a29e67325e6e636a6a06f,What is the average jackpot size?,69,84
1155,582c5fe6bd0c7d5faf24a31629816268146a2e5c,What percent of the perps were male?,201,214
1156,3888f9b7bc153ad8cb0b226d713abfe5b855bb15,What turned out to be the cause of pain?,1711,1728
1157,b0777d0d971cd08df9c9a8641d2a9b313b8bc32b,When did plane disappear?,-1,7
1158,9d2081309d460f5c7651faf19cb007b25f7453bc,What should be done before you head to grocery and buy in bulk?,5822,5837
1159,9d0a7936fb39e4c097093bd9c72ba48b0f143ee2,Who found the body?,-1,16
1160,08378e23091638db1e704ac45d95ba18dfbd9e3f,What company claims to be the largest online translation service?,4289,4303
1161,f03dc8199916fcf5577df5c8c8c3aacfdc225c81,What records were examined?,2880,2925
1162,a8edbe6f71d1a1dc10e662c45afa32e05ae42609,What is the name of the auction site?,3211,3216
1163,bb793bd352d5f327ca8581d1fae45012b0bcc665,Who does the CNN Student News cater to?,124,158
1164,1434798ed94e811cdeccfe63ac4a26f275b42c15,What did he retrieve?,4052,4073
1165,8bc3e81e5bacfc0baef15842b45764e30e88d000,Where have port blockades been lifted?,-1,33
1166,7400a06ec0fbd453b3cf925b75dc1469b74991bd,What was the final score?,0,0
1167,64e19e8802e2f598c5a84858a4b2c0c43b99877b,What did the federal investigators cite as a cause?,-1,50
1168,df4bd7ae65a61254275fb90589de4d9336a1aa7a,What dates will two-legged ties be played?,-1,32
1169,cae05cdb4defd8c3cd710c4a062333655e00beab,who won the Italian Serie A title for a fifth successive year ?,9,21
1170,7e77c51d97ead7a22778b5ffa275988389725e0e,What CNN show mentioned the places?,118,132
1171,36bc68b8e9c44bb6b3d3db2c5cfeecbe5a6f7276,Has the composer won an Oscar?,-1,50
1172,dc2d6c08e4b8c3ebca39b74b955fdb870bc0cfa7,who is the donor?,-1,48
1173,2516833afa50c5eb27449545c65d5fc79a765878,What was tony marshall convicted of?,5223,5257
